POST. DATE, TRANSACTION, TAG/LICENSE, ENTRY DATE, ENTRY PLAZA, EXIT DATE, EXIT PLAZA, CLASS, AMOUNT
9/15/2022 12:53:51 AM, AWAY AGENCY TOLL,00605942478,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 8:50:46 AM,Delaware DOT - D95,5  ,9
9/15/2022 12:53:51 AM, AWAY AGENCY TOLL,00605942660,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 8:50:52 AM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:53 AM, AWAY AGENCY TOLL,00605942421,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 10:21:03 AM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:53 AM, AWAY AGENCY TOLL,00605942647,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 10:40:53 AM,Delaware DOT - D95,5  ,9
9/15/2022 12:53:56 AM, AWAY AGENCY TOLL,00605942723,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 1:34:20 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:56 AM, AWAY AGENCY TOLL,00605942634,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 1:34:23 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:56 AM, AWAY AGENCY TOLL,00605942645,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 2:02:30 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:53:56 AM, AWAY AGENCY TOLL,00605942669,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 2:06:52 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:56 AM, AWAY AGENCY TOLL,00605942409,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 2:09:18 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:57 AM, AWAY AGENCY TOLL,00605942682,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 3:20:51 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:57 AM, AWAY AGENCY TOLL,00605942405,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 3:31:33 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:58 AM, AWAY AGENCY TOLL,00605944397,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 3:36:34 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:58 AM, AWAY AGENCY TOLL,00605942684,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 4:10:42 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:59 AM, AWAY AGENCY TOLL,00605942640,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 5:33:22 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:53:59 AM, AWAY AGENCY TOLL,00605942723,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 5:42:02 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:59 AM, AWAY AGENCY TOLL,00605944453,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 5:42:59 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:59 AM, AWAY AGENCY TOLL,00605942435,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 5:45:25 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:53:59 AM, AWAY AGENCY TOLL,00605942436,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 5:59:05 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:59 AM, AWAY AGENCY TOLL,00605944417,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 6:26:40 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:59 AM, AWAY AGENCY TOLL,00605942686,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 6:32:42 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:53:59 AM, AWAY AGENCY TOLL,00605942431,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 6:39:57 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:00 AM, AWAY AGENCY TOLL,00605944401,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 6:49:59 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:54:00 AM, AWAY AGENCY TOLL,00605942656,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 7:08:58 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:00 AM, AWAY AGENCY TOLL,00605942468,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 7:16:54 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:00 AM, AWAY AGENCY TOLL,00605942651,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 8:47:53 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:01 AM, AWAY AGENCY TOLL,00605944454,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 9:26:17 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:01 AM, AWAY AGENCY TOLL,00605942410,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 9:36:04 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:01 AM, AWAY AGENCY TOLL,00605942637,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 10:13:49 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:01 AM, AWAY AGENCY TOLL,00605944449,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 10:15:07 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:01 AM, AWAY AGENCY TOLL,00605944422,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 10:44:51 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:01 AM, AWAY AGENCY TOLL,00605942712,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 11:24:28 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:01 AM, AWAY AGENCY TOLL,00605942451,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 11:37:35 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:54:01 AM, AWAY AGENCY TOLL,00605944397,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 2:58:20 AM,Delaware DOT - DD ,5  ,3.75
9/15/2022 12:54:01 AM, AWAY AGENCY TOLL,00605944417,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 4:01:03 AM,Delaware DOT - DD ,5  ,3.75
9/15/2022 12:54:34 AM, AWAY AGENCY TOLL,00605944397,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 3:23:58 AM,Delaware DOT - BCP,5  ,3.75
9/15/2022 12:54:52 AM, AWAY AGENCY TOLL,00605944417,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 4:59:15 AM,Delaware DOT - LVN,3  ,8
9/15/2022 12:54:52 AM, AWAY AGENCY VTOLL,3003215   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 1:38:33 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:54:57 AM, AWAY AGENCY TOLL,00605944422,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 7:08:56 AM,Delaware DOT - LVS,5  ,10
9/15/2022 12:54:57 AM, AWAY AGENCY VTOLL,3026049   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 2:32:00 PM,Delaware DOT - D95,3  ,6
9/15/2022 12:54:57 AM, AWAY AGENCY VTOLL,2460398   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 2:38:18 PM,Delaware DOT - D95,3  ,6
9/15/2022 12:54:57 AM, AWAY AGENCY VTOLL,3138067   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 2:12:43 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:54:58 AM, AWAY AGENCY VTOLL,2460398   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 3:53:46 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:54:58 AM, AWAY AGENCY VTOLL,3118996   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 2:33:06 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:54:58 AM, AWAY AGENCY VTOLL,2882974   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 3:36:19 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:54:59 AM, AWAY AGENCY TOLL,00605944422,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 7:35:07 AM,Delaware DOT - LVN,3  ,8
9/15/2022 12:55:00 AM, AWAY AGENCY VTOLL,3118613   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 6:45:09 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:01 AM, AWAY AGENCY VTOLL,3026060   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 6:08:51 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:02 AM, AWAY AGENCY VTOLL,2882856   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 5:20:22 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:02 AM, AWAY AGENCY VTOLL,3043194   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 5:57:58 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:02 AM, AWAY AGENCY VTOLL,2460398   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 6:35:23 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:03 AM, AWAY AGENCY VTOLL,3118722   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 6:19:24 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:03 AM, AWAY AGENCY VTOLL,3026014   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 5:05:19 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:03 AM, AWAY AGENCY VTOLL,3043066   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 5:05:37 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:04 AM, AWAY AGENCY TOLL,00605944430,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 10:41:38 AM,Delaware DOT - SBS,5  ,10
9/15/2022 12:55:05 AM, AWAY AGENCY VTOLL,3003215   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 4:28:43 AM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:05 AM, AWAY AGENCY VTOLL,3026096   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 3:25:32 AM,Delaware DOT - D95,3  ,6
9/15/2022 12:55:05 AM, AWAY AGENCY VTOLL,3026094   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 3:30:07 AM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:06 AM, AWAY AGENCY TOLL,00605944398,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 11:43:06 AM,Delaware DOT - LVN,3  ,8
9/15/2022 12:55:07 AM, AWAY AGENCY VTOLL,3118878   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/29/2022 9:06:57 AM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:07 AM, AWAY AGENCY VTOLL,3118797   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 11:25:04 AM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:08 AM, AWAY AGENCY VTOLL,3026096   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 7:22:59 AM,Delaware DOT - D95,3  ,6
9/15/2022 12:55:08 AM, AWAY AGENCY VTOLL,3118722   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 11:47:42 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:08 AM, AWAY AGENCY VTOLL,3119027   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 6:40:02 AM,Delaware DOT - D95,3  ,6
9/15/2022 12:55:08 AM, AWAY AGENCY VTOLL,3026052   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 11:59:55 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:55:08 AM, AWAY AGENCY VTOLL,3026094   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/25/2022 11:47:22 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:09 AM, AWAY AGENCY VTOLL,3118613   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 7:49:03 AM,Delaware DOT - D95,3  ,6
9/15/2022 12:55:09 AM, AWAY AGENCY VTOLL,2917838   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 7:32:24 AM,Delaware DOT - BCP,2  ,1
9/15/2022 12:55:10 AM, AWAY AGENCY VTOLL,3138067   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 7:04:35 AM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:10 AM, AWAY AGENCY VTOLL,3026092   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/23/2022 10:59:15 AM,Delaware DOT - LVS,3  ,9.6
9/15/2022 12:55:12 AM, AWAY AGENCY VTOLL,3170999   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 12:58:35 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:12 AM, AWAY AGENCY VTOLL,3043166   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 12:43:40 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:13 AM, AWAY AGENCY VTOLL,3043089   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 12:04:52 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:14 AM, AWAY AGENCY VTOLL,3118801   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 10:31:46 AM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:14 AM, AWAY AGENCY VTOLL,3170949   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 12:50:37 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:14 AM, AWAY AGENCY VTOLL,3026094   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 1:39:31 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:15 AM, AWAY AGENCY TOLL,00605942431,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 4:35:13 PM,Delaware DOT - LVS,5  ,10
9/15/2022 12:55:15 AM, AWAY AGENCY VTOLL,3137928   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 2:56:48 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:16 AM, AWAY AGENCY VTOLL,3043107   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 4:30:26 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:17 AM, AWAY AGENCY VTOLL,3138067   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 1:55:14 PM,Delaware DOT - D95,2  ,4
9/15/2022 12:55:17 AM, AWAY AGENCY VTOLL,3026098   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 4:22:30 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:17 AM, AWAY AGENCY VTOLL,3118724   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 4:28:43 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:17 AM, AWAY AGENCY TOLL,00605942431,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 6:13:27 PM,Delaware DOT - LVN,5  ,10
9/15/2022 12:55:18 AM, AWAY AGENCY VTOLL,3118613   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 4:57:19 PM,Delaware DOT - D95,3  ,6
9/15/2022 12:55:18 AM, AWAY AGENCY VTOLL,2882984   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 4:36:49 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:18 AM, AWAY AGENCY VTOLL,3026094   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 4:46:31 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:19 AM, AWAY AGENCY VTOLL,3170949   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 4:42:58 PM,Delaware DOT - D95,5  ,9
9/15/2022 12:55:19 AM, AWAY AGENCY TOLL,00605944398,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 8:11:05 PM,Delaware DOT - LVS,3  ,8
9/15/2022 12:55:19 AM, AWAY AGENCY TOLL,00605944429,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 8:57:11 PM,Delaware DOT - LVS,3  ,8
9/15/2022 12:55:19 AM, AWAY AGENCY TOLL,00605944398,1/1/0001 12:00:00 AM,Delaware DOT - ***,9/12/2022 9:00:04 PM,Delaware DOT - SBN,5  ,10
9/15/2022 12:55:20 AM, AWAY AGENCY VTOLL,3026055   ,1/1/0001 12:00:00 AM,Delaware DOT - ***,8/26/2022 5:44:07 PM,Delaware DOT - D95,5  ,9
9/15/2022 1:03:14 AM, AWAY AGENCY TOLL,00605944426,1/1/0001 12:00:00 AM,Delaware River Port Authority - ***,9/6/2022 7:49:31 AM,Delaware River Port Authority - BFB,003,15
9/15/2022 1:04:47 AM, AWAY AGENCY TOLL,00605944416,1/1/0001 12:00:00 AM,Delaware River Port Authority - ***,9/13/2022 5:45:50 PM,Delaware River Port Authority - CBB,006,37.5
9/15/2022 1:04:56 AM, AWAY AGENCY TOLL,00605942409,1/1/0001 12:00:00 AM,Delaware River Port Authority - ***,9/12/2022 10:00:22 PM,Delaware River Port Authority - CBB,006,37.5
9/15/2022 1:04:56 AM, AWAY AGENCY TOLL,00605944404,1/1/0001 12:00:00 AM,Delaware River Port Authority - ***,9/13/2022 12:44:42 AM,Delaware River Port Authority - CBB,006,37.5
9/15/2022 1:04:59 AM, AWAY AGENCY TOLL,00605942651,1/1/0001 12:00:00 AM,Delaware River Port Authority - ***,9/13/2022 6:20:48 AM,Delaware River Port Authority - CBB,006,37.5
9/15/2022 1:05:22 AM, AWAY AGENCY TOLL,00605944435,1/1/0001 12:00:00 AM,Delaware River Port Authority - ***,9/13/2022 4:54:52 AM,Delaware River Port Authority - CBB,006,37.5
9/15/2022 1:05:41 AM, AWAY AGENCY TOLL,00605944388,9/13/2022 10:18:18 PM,New Jersey Turnpike Authority - 11 ,9/13/2022 10:33:36 PM,New Jersey Turnpike Authority - 13A,003,5.39
9/15/2022 1:05:41 AM, AWAY AGENCY TOLL,00605944385,9/13/2022 10:21:15 PM,New Jersey Turnpike Authority - 6  ,9/13/2022 10:34:31 PM,New Jersey Turnpike Authority - 7A ,003,6.32
9/15/2022 1:05:41 AM, AWAY AGENCY TOLL,00605944370,9/13/2022 10:22:31 PM,New Jersey Turnpike Authority - 13 ,9/13/2022 10:37:57 PM,New Jersey Turnpike Authority - 18W,005,22.9
9/15/2022 1:05:42 AM, AWAY AGENCY TOLL,00605942638,1/1/0001 12:00:00 AM,New Jersey Turnpike Authority - ***,9/13/2022 10:35:09 PM,New Jersey Turnpike Authority - 6A ,005,6.51
9/15/2022 1:05:44 AM, AWAY AGENCY TOLL,00605944393,9/13/2022 10:16:39 PM,New Jersey Turnpike Authority - 13A,9/13/2022 10:23:54 PM,New Jersey Turnpike Authority - 12 ,003,2.55
9/15/2022 1:05:45 AM, AWAY AGENCY TOLL,00605942468,9/13/2022 9:02:31 PM,New Jersey Turnpike Authority - 1  ,9/13/2022 9:42:33 PM,New Jersey Turnpike Authority - 5  ,005,16.3
9/15/2022 1:05:47 AM, AWAY AGENCY TOLL,00605944427,9/13/2022 9:12:07 PM,New Jersey Turnpike Authority - 7A ,9/13/2022 9:54:49 PM,New Jersey Turnpike Authority - 13 ,005,20.7
9/15/2022 1:05:47 AM, AWAY AGENCY TOLL,00605944393,9/13/2022 9:32:15 PM,New Jersey Turnpike Authority - 16E,9/13/2022 9:46:43 PM,New Jersey Turnpike Authority - 13A,003,12.04
9/15/2022 1:05:47 AM, AWAY AGENCY TOLL,00605944378,9/12/2022 1:07:49 AM,New Jersey Turnpike Authority - 14B,9/12/2022 1:25:26 AM,New Jersey Turnpike Authority - 13 ,005,16.3
9/15/2022 1:05:47 AM, AWAY AGENCY TOLL,00605942659,9/13/2022 7:58:50 PM,New Jersey Turnpike Authority - 7A ,9/13/2022 9:00:04 PM,New Jersey Turnpike Authority - 1  ,005,22.71
9/15/2022 1:05:47 AM, AWAY AGENCY TOLL,00605944388,9/13/2022 9:14:22 PM,New Jersey Turnpike Authority - 18E,9/13/2022 9:39:16 PM,New Jersey Turnpike Authority - 12 ,003,18.99
9/15/2022 1:05:48 AM, AWAY AGENCY TOLL,00605944384,9/13/2022 9:17:05 PM,New Jersey Turnpike Authority - 18E,9/13/2022 9:37:34 PM,New Jersey Turnpike Authority - 13 ,005,22.9
9/15/2022 1:05:48 AM, AWAY AGENCY TOLL,00605944370,9/13/2022 9:23:17 PM,New Jersey Turnpike Authority - 10 ,9/13/2022 9:36:29 PM,New Jersey Turnpike Authority - 13 ,005,10.72
9/15/2022 1:05:48 AM, AWAY AGENCY TOLL,00605942645,9/13/2022 9:12:18 PM,New Jersey Turnpike Authority - 9  ,9/13/2022 10:28:14 PM,New Jersey Turnpike Authority - 1  ,005,30.34
9/15/2022 1:07:20 AM, AWAY AGENCY VTOLL,3137915   ,9/7/2022 11:22:00 AM,New Jersey Turnpike Authority - 14 ,9/7/2022 11:29:01 AM,New Jersey Turnpike Authority - 13 ,005,7.05
9/15/2022 1:07:20 AM, AWAY AGENCY VTOLL,3138393   ,9/7/2022 11:17:21 AM,New Jersey Turnpike Authority - 5  ,9/7/2022 12:10:16 PM,New Jersey Turnpike Authority - 13 ,005,26.38
9/15/2022 1:07:20 AM, AWAY AGENCY VTOLL,3189675   ,9/7/2022 6:06:41 PM,New Jersey Turnpike Authority - 1  ,9/7/2022 7:29:57 PM,New Jersey Turnpike Authority - 12 ,005,41.26
9/15/2022 1:07:25 AM, AWAY AGENCY VTOLL,3137974   ,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/8/2022 4:29:52 PM,Delaware River and Bay Authority - DMB,003,21
9/15/2022 1:07:25 AM, AWAY AGENCY VTOLL,3137974   ,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/9/2022 12:15:35 AM,Delaware River and Bay Authority - DMB,005,35
9/15/2022 1:10:04 AM, AWAY AGENCY TOLL,00605944441,1/1/0001 12:00:00 AM,South Jersey Transportation Authority - ***,9/13/2022 3:12:00 PM,South Jersey Transportation Authority - ACK,002,0.65
9/15/2022 1:10:05 AM, AWAY AGENCY TOLL,00605944426,1/1/0001 12:00:00 AM,South Jersey Transportation Authority - ***,9/13/2022 8:30:04 PM,South Jersey Transportation Authority - ACK,002,0.65
9/15/2022 1:10:07 AM, AWAY AGENCY TOLL,00605944426,1/1/0001 12:00:00 AM,South Jersey Transportation Authority - ***,9/13/2022 3:40:59 PM,South Jersey Transportation Authority - ACK,002,0.65
9/15/2022 1:10:30 AM, AWAY AGENCY TOLL,00605944427,9/14/2022 12:19:47 AM,New Jersey Turnpike Authority - 13 ,9/14/2022 12:32:26 AM,New Jersey Turnpike Authority - 15W,005,12.73
9/15/2022 1:10:30 AM, AWAY AGENCY TOLL,00605942692,9/14/2022 12:16:00 AM,New Jersey Turnpike Authority - 10 ,9/14/2022 12:43:56 AM,New Jersey Turnpike Authority - 7A ,005,10.33
9/15/2022 1:10:30 AM, AWAY AGENCY TOLL,00605942692,9/13/2022 11:19:22 PM,New Jersey Turnpike Authority - 18E,9/13/2022 11:44:28 PM,New Jersey Turnpike Authority - 10 ,005,33.23
9/15/2022 1:10:30 AM, AWAY AGENCY TOLL,00605942700,9/13/2022 10:37:27 PM,New Jersey Turnpike Authority - 1  ,9/13/2022 11:20:13 PM,New Jersey Turnpike Authority - 5  ,005,16.3
9/15/2022 1:10:31 AM, AWAY AGENCY TOLL,00605944423,1/1/0001 12:00:00 AM,New Jersey Turnpike Authority - ***,9/13/2022 11:53:36 PM,New Jersey Turnpike Authority - 6A ,005,6.51
9/15/2022 1:10:31 AM, AWAY AGENCY TOLL,00605942656,9/13/2022 10:27:34 PM,New Jersey Turnpike Authority - 13 ,9/14/2022 12:14:47 AM,New Jersey Turnpike Authority - 3  ,005,33.23
9/15/2022 1:10:31 AM, AWAY AGENCY TOLL,00605944385,9/14/2022 12:28:12 AM,New Jersey Turnpike Authority - 7A ,9/14/2022 1:06:02 AM,New Jersey Turnpike Authority - 12 ,005,17.23
9/15/2022 1:10:31 AM, AWAY AGENCY TOLL,00605942700,1/1/0001 12:00:00 AM,New Jersey Turnpike Authority - ***,9/14/2022 12:34:39 AM,New Jersey Turnpike Authority - 6A ,005,6.51
9/15/2022 1:10:31 AM, AWAY AGENCY TOLL,00605942674,9/13/2022 10:59:37 PM,New Jersey Turnpike Authority - 1  ,9/14/2022 12:42:23 AM,New Jersey Turnpike Authority - 13 ,005,43.21
9/15/2022 1:10:31 AM, AWAY AGENCY TOLL,00605944404,9/13/2022 11:27:00 PM,New Jersey Turnpike Authority - 18E,9/14/2022 1:00:12 AM,New Jersey Turnpike Authority - 3  ,003,40.17
9/15/2022 1:10:31 AM, AWAY AGENCY TOLL,00605944428,9/14/2022 12:19:50 AM,New Jersey Turnpike Authority - 1  ,9/14/2022 1:01:03 AM,New Jersey Turnpike Authority - 5  ,005,16.3
9/15/2022 1:10:31 AM, AWAY AGENCY TOLL,00605944403,9/14/2022 12:47:20 AM,New Jersey Turnpike Authority - 18E,9/14/2022 12:52:02 AM,New Jersey Turnpike Authority - 15W,003,7.05
9/15/2022 1:10:31 AM, AWAY AGENCY TOLL,00605944388,9/13/2022 11:18:43 PM,New Jersey Turnpike Authority - 13A,9/13/2022 11:32:44 PM,New Jersey Turnpike Authority - 11 ,003,5.39
9/15/2022 1:10:32 AM, AWAY AGENCY TOLL,00605944418,9/13/2022 11:03:33 PM,New Jersey Turnpike Authority - 4  ,9/14/2022 12:01:28 AM,New Jersey Turnpike Authority - 13 ,004,24.96
9/15/2022 1:10:32 AM, AWAY AGENCY TOLL,00605944417,9/13/2022 9:50:56 PM,New Jersey Turnpike Authority - 1  ,9/13/2022 11:24:21 PM,New Jersey Turnpike Authority - 13 ,005,43.21
9/15/2022 1:10:32 AM, AWAY AGENCY TOLL,00605944454,9/13/2022 10:19:42 PM,New Jersey Turnpike Authority - 7A ,9/13/2022 11:16:45 PM,New Jersey Turnpike Authority - 1  ,005,22.71
9/15/2022 1:10:37 AM, AWAY AGENCY TOLL,00605942656,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/14/2022 2:25:21 AM,Delaware River and Bay Authority - DMB,005,35
9/15/2022 1:10:37 AM, AWAY AGENCY TOLL,00605942651,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/14/2022 2:25:26 AM,Delaware River and Bay Authority - DMB,005,35
9/15/2022 1:10:37 AM, AWAY AGENCY TOLL,00605944434,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/13/2022 11:53:22 PM,Delaware River and Bay Authority - DMB,005,35
9/15/2022 1:10:37 AM, AWAY AGENCY TOLL,00605942410,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/13/2022 11:59:08 PM,Delaware River and Bay Authority - DMB,005,35
