POST. DATE, TRANSACTION, TAG/LICENSE, ENTRY DATE, ENTRY PLAZA, EXIT DATE, EXIT PLAZA, CLASS, AMOUNT
9/13/2022 1:16:44 AM, AWAY AGENCY VTOLL,3118870   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 7:58:02 AM,Illinois State Toll Highway Authority - 7  ,005,14.15
9/13/2022 1:16:44 AM, AWAY AGENCY VTOLL,3118870   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 8:11:24 AM,Illinois State Toll Highway Authority - 8  ,005,5.3
9/13/2022 1:16:44 AM, AWAY AGENCY VTOLL,3118729   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 9:53:46 AM,Illinois State Toll Highway Authority - 9  ,005,7.05
9/13/2022 1:16:44 AM, AWAY AGENCY VTOLL,3118729   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 10:23:24 AM,Illinois State Toll Highway Authority - 5  ,005,14.15
9/13/2022 1:16:44 AM, AWAY AGENCY VTOLL,3118729   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 11:03:26 AM,Illinois State Toll Highway Authority - 1  ,005,8.85
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118855   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 12:40:28 PM,Illinois State Toll Highway Authority - 52 ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118729   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 12:49:03 PM,Illinois State Toll Highway Authority - 1  ,005,8.85
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118855   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 12:59:55 PM,Illinois State Toll Highway Authority - 17 ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118765   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 1:42:23 PM,Illinois State Toll Highway Authority - 52 ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118765   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 2:01:15 PM,Illinois State Toll Highway Authority - 17 ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118729   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 2:11:10 PM,Illinois State Toll Highway Authority - 1  ,005,8.85
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118785   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 2:42:27 PM,Illinois State Toll Highway Authority - 52 ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118763   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 2:51:44 PM,Illinois State Toll Highway Authority - 52 ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118763   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/26/2022 3:11:08 PM,Illinois State Toll Highway Authority - 17 ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118804   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 12:05:21 AM,Illinois State Toll Highway Authority - 52 ,005,5.3
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118870   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 3:50:29 AM,Illinois State Toll Highway Authority - 17 ,005,5.3
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118870   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 4:23:46 AM,Illinois State Toll Highway Authority - 17 ,005,5.3
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118870   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 4:41:01 AM,Illinois State Toll Highway Authority - 16 ,005,3.35
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118765   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 7:10:32 AM,Illinois State Toll Highway Authority - 7  ,005,14.15
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118765   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 7:25:17 AM,Illinois State Toll Highway Authority - 9  ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118765   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 7:38:30 AM,Illinois State Toll Highway Authority - 15 ,005,2.65
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118763   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 11:17:33 AM,Illinois State Toll Highway Authority - 61 ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118763   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 11:46:36 AM,Illinois State Toll Highway Authority - 66 ,005,16.8
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118855   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 1:27:44 PM,Illinois State Toll Highway Authority - 61 ,005,7.05
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118855   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 1:56:46 PM,Illinois State Toll Highway Authority - 66 ,005,16.8
9/13/2022 1:16:45 AM, AWAY AGENCY VTOLL,3118763   ,1/1/0001 12:00:00 AM,Illinois State Toll Highway Authority - ***,8/27/2022 2:10:10 PM,Illinois State Toll Highway Authority - 1  ,005,8.85
9/13/2022 1:16:57 AM, AWAY AGENCY VTOLL,2832206   ,1/1/0001 12:00:00 AM,,9/2/2022 9:38:57 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - D26,3  ,1.32
9/13/2022 1:16:57 AM, AWAY AGENCY VTOLL,3118862   ,1/1/0001 12:00:00 AM,,9/7/2022 5:29:29 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 088,5  ,1.4
9/13/2022 1:16:57 AM, AWAY AGENCY VTOLL,2882827   ,1/1/0001 12:00:00 AM,,9/8/2022 12:29:04 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - U01,3  ,1.6
9/13/2022 1:16:57 AM, AWAY AGENCY VTOLL,2882827   ,1/1/0001 12:00:00 AM,,9/8/2022 9:56:54 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - U01,3  ,1.6
9/13/2022 1:17:02 AM, AWAY AGENCY VTOLL,3123507   ,1/1/0001 12:00:00 AM,,9/11/2022 6:19:46 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 065,3  ,2.14
9/13/2022 1:17:02 AM, AWAY AGENCY VTOLL,3123507   ,1/1/0001 12:00:00 AM,,9/11/2022 6:40:28 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 088,3  ,0.84
9/13/2022 1:17:03 AM, AWAY AGENCY VTOLL,3123507   ,1/1/0001 12:00:00 AM,,9/11/2022 6:46:26 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 096,3  ,0.48
9/13/2022 1:17:03 AM, AWAY AGENCY VTOLL,3123507   ,1/1/0001 12:00:00 AM,,9/11/2022 6:48:38 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 098,3  ,0.39
9/13/2022 1:17:03 AM, AWAY AGENCY VTOLL,3123507   ,1/1/0001 12:00:00 AM,,9/11/2022 6:53:24 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 104,3  ,0.96
9/13/2022 1:17:03 AM, AWAY AGENCY VTOLL,3123507   ,1/1/0001 12:00:00 AM,,9/11/2022 6:57:08 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 108,3  ,0.39
9/13/2022 1:17:03 AM, AWAY AGENCY VTOLL,3123507   ,1/1/0001 12:00:00 AM,,9/11/2022 7:01:01 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 113,3  ,0.84
9/13/2022 1:17:03 AM, AWAY AGENCY VTOLL,3123507   ,1/1/0001 12:00:00 AM,,9/11/2022 7:17:50 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 133,3  ,2.04
9/13/2022 1:17:03 AM, AWAY AGENCY VTOLL,3123507   ,1/1/0001 12:00:00 AM,,9/11/2022 7:22:14 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 138,3  ,0.6
9/13/2022 1:17:26 AM, AWAY AGENCY TOLL,00605942409,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/12/2022 3:39:21 AM,Delaware River and Bay Authority - DMB,005,35
9/13/2022 1:17:26 AM, AWAY AGENCY TOLL,00605942656,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/12/2022 3:43:25 AM,Delaware River and Bay Authority - DMB,005,35
9/13/2022 1:17:26 AM, AWAY AGENCY TOLL,00605942652,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/12/2022 4:22:37 AM,Delaware River and Bay Authority - DMB,005,35
9/13/2022 1:17:26 AM, AWAY AGENCY TOLL,00605944398,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/12/2022 5:34:55 AM,Delaware River and Bay Authority - DMB,005,35
9/13/2022 1:17:26 AM, AWAY AGENCY TOLL,00605944378,1/1/0001 12:00:00 AM,Delaware River and Bay Authority - ***,9/12/2022 5:40:59 AM,Delaware River and Bay Authority - DMB,005,35
9/13/2022 1:18:50 AM, AWAY AGENCY TOLL,00605942692,1/1/0001 12:00:00 AM,Delaware River Joint Toll Bridge Commission - ***,9/11/2022 12:20:22 PM,Delaware River Joint Toll Bridge Commission - T-M,003,13.5
9/13/2022 1:18:52 AM, AWAY AGENCY TOLL,00605944435,1/1/0001 12:00:00 AM,Delaware River Joint Toll Bridge Commission - ***,9/11/2022 7:45:00 AM,Delaware River Joint Toll Bridge Commission - ODW,005,22.5
9/13/2022 1:18:53 AM, AWAY AGENCY TOLL,00605944427,1/1/0001 12:00:00 AM,Delaware River Joint Toll Bridge Commission - ***,9/11/2022 1:48:39 AM,Delaware River Joint Toll Bridge Commission - O78,005,22.5
9/13/2022 1:18:58 AM, AWAY AGENCY TOLL,00605944377,1/1/0001 12:00:00 AM,Delaware River Joint Toll Bridge Commission - ***,9/11/2022 3:37:06 AM,Delaware River Joint Toll Bridge Commission - T-M,003,13.5
9/13/2022 1:18:58 AM, AWAY AGENCY TOLL,00605944371,1/1/0001 12:00:00 AM,Delaware River Joint Toll Bridge Commission - ***,9/11/2022 4:02:42 AM,Delaware River Joint Toll Bridge Commission - O78,005,22.5
9/13/2022 1:19:24 AM, AWAY AGENCY TOLL,00605942644,1/1/0001 12:00:00 AM,Delaware River Joint Toll Bridge Commission - ***,9/11/2022 3:59:38 PM,Delaware River Joint Toll Bridge Commission - T-M,005,22.5
9/13/2022 1:19:29 AM, AWAY AGENCY TOLL,00605942684,1/1/0001 12:00:00 AM,Delaware River Joint Toll Bridge Commission - ***,9/11/2022 6:56:00 PM,Delaware River Joint Toll Bridge Commission - I78,005,22.5
9/13/2022 1:19:41 AM, AWAY AGENCY TOLL,00605942692,1/1/0001 12:00:00 AM,Delaware River Joint Toll Bridge Commission - ***,9/11/2022 5:16:41 PM,Delaware River Joint Toll Bridge Commission - ODW,003,13.5
9/13/2022 1:22:24 AM, AWAY AGENCY TOLL,00605942690,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/11/2022 6:07:57 PM,Port Authority of New York & New Jersey - GB ,5  ,110
9/13/2022 1:22:46 AM, AWAY AGENCY VTOLL,3026085   ,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/11/2022 3:37:13 PM,Port Authority of New York & New Jersey - GWU,5  ,110
9/13/2022 1:22:46 AM, AWAY AGENCY VTOLL,3026055   ,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/11/2022 3:38:11 PM,Port Authority of New York & New Jersey - GWU,5  ,110
9/13/2022 1:23:38 AM, AWAY AGENCY TOLL,00605942409,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/11/2022 9:16:03 PM,MTA Bridges & Tunnels - TNB,8  ,55.05
9/13/2022 1:23:39 AM, AWAY AGENCY TOLL,00605942409,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/11/2022 11:49:00 PM,MTA Bridges & Tunnels - TNB,8  ,55.05
9/13/2022 1:23:40 AM, AWAY AGENCY TOLL,00605944393,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/11/2022 11:41:13 PM,MTA Bridges & Tunnels - TNB,8  ,55.05
9/13/2022 1:23:46 AM, AWAY AGENCY TOLL,00605942409,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/11/2022 8:53:41 PM,Port Authority of New York & New Jersey - GWU,5  ,110
9/13/2022 1:23:47 AM, AWAY AGENCY TOLL,00605942695,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/11/2022 9:51:57 PM,Port Authority of New York & New Jersey - GB ,3  ,66
9/13/2022 1:23:48 AM, AWAY AGENCY TOLL,00605944371,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/11/2022 9:34:47 PM,Port Authority of New York & New Jersey - GB ,5  ,110
9/13/2022 1:24:03 AM, AWAY AGENCY VTOLL,2852145   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/9/2022 12:36:24 PM,New York State Thruway Authority - MCB,5H ,72.51
9/13/2022 1:24:03 AM, AWAY AGENCY VTOLL,3026040   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/9/2022 6:14:55 AM,New York State Thruway Authority - MCB,5H ,72.51
9/13/2022 1:24:03 AM, AWAY AGENCY VTOLL,2882789   ,1/1/0001 12:00:00 AM,New York State Bridge Authority - ***,9/9/2022 9:54:40 AM,New York State Bridge Authority - NBB,5  ,17.5
9/13/2022 1:24:03 AM, AWAY AGENCY VTOLL,3119010   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/9/2022 11:12:38 PM,New York State Thruway Authority - YK ,5H ,5.25
9/13/2022 1:24:03 AM, AWAY AGENCY VTOLL,3119010   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/9/2022 4:54:33 PM,New York State Thruway Authority - NR ,5H ,9.88
9/13/2022 1:24:05 AM, AWAY AGENCY TOLL,00605942654,9/9/2022 6:14:50 AM,New York State Thruway Authority - 61 ,9/9/2022 7:16:43 AM,New York State Thruway Authority - 55 ,5H ,17.38
9/13/2022 1:24:10 AM, AWAY AGENCY TOLL,00605942654,9/9/2022 9:20:05 AM,New York State Thruway Authority - 55 ,9/9/2022 10:17:08 AM,New York State Thruway Authority - 61 ,5H ,17.38
9/13/2022 1:24:14 AM, AWAY AGENCY VTOLL,3043045   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/10/2022 8:09:27 AM,New York State Thruway Authority - MCB,5H ,72.51
9/13/2022 1:24:14 AM, AWAY AGENCY VTOLL,2882806   ,1/1/0001 12:00:00 AM,New York State Bridge Authority - ***,9/10/2022 5:42:36 AM,New York State Bridge Authority - NBB,5  ,17.5
9/13/2022 1:24:14 AM, AWAY AGENCY VTOLL,2852109   ,1/1/0001 12:00:00 AM,New York State Bridge Authority - ***,9/10/2022 4:48:38 PM,New York State Bridge Authority - NBB,5  ,17.5
9/13/2022 1:24:14 AM, AWAY AGENCY VTOLL,3043131   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/10/2022 1:10:13 AM,New York State Thruway Authority - SV ,5H ,17.55
9/13/2022 1:24:14 AM, AWAY AGENCY VTOLL,2882809   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/10/2022 10:20:54 PM,New York State Thruway Authority - NR ,5H ,9.88
9/13/2022 1:24:25 AM, AWAY AGENCY VTOLL,3119010   ,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/11/2022 6:45:32 PM,Port Authority of New York & New Jersey - GB ,5  ,110
9/13/2022 1:24:38 AM, AWAY AGENCY TOLL,00605944422,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/12/2022 1:20:48 AM,MTA Bridges & Tunnels - VNB,8  ,55.05
9/13/2022 1:24:38 AM, AWAY AGENCY TOLL,00605944371,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/12/2022 1:45:33 AM,MTA Bridges & Tunnels - TNB,8  ,55.05
9/13/2022 1:24:45 AM, AWAY AGENCY TOLL,00605944421,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/11/2022 10:36:43 PM,Port Authority of New York & New Jersey - GB ,3  ,66
9/13/2022 1:25:08 AM, AWAY AGENCY VTOLL,3043128   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/9/2022 3:38:36 AM,New York State Thruway Authority - MCB,5H ,72.51
9/13/2022 1:25:21 AM, AWAY AGENCY VTOLL,2852145   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/10/2022 12:23:13 PM,New York State Thruway Authority - MCB,5H ,72.51
9/13/2022 1:25:21 AM, AWAY AGENCY VTOLL,3137905   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/10/2022 10:24:41 AM,New York State Thruway Authority - MCB,5H ,72.51
9/13/2022 1:25:21 AM, AWAY AGENCY VTOLL,3043103   ,1/1/0001 12:00:00 AM,New York State Thruway Authority - ***,9/10/2022 7:58:28 AM,New York State Thruway Authority - MCB,5H ,72.51
9/13/2022 1:25:29 AM, AWAY AGENCY VTOLL,3119010   ,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/11/2022 10:19:48 PM,MTA Bridges & Tunnels - TNB,8  ,55.05
9/13/2022 1:25:29 AM, AWAY AGENCY TOLL,00605944393,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/12/2022 1:34:18 AM,MTA Bridges & Tunnels - TNB,6  ,33.51
9/13/2022 1:25:36 AM, AWAY AGENCY VTOLL,3119010   ,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/11/2022 8:25:22 PM,Port Authority of New York & New Jersey - BB ,6  ,132
9/13/2022 1:25:41 AM, AWAY AGENCY TOLL,00605944422,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/12/2022 3:44:32 AM,MTA Bridges & Tunnels - VNB,8  ,55.05
9/13/2022 1:25:47 AM, AWAY AGENCY TOLL,00605944379,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/12/2022 3:41:13 AM,Port Authority of New York & New Jersey - GB ,3  ,66
9/13/2022 1:25:47 AM, AWAY AGENCY TOLL,00605944388,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/12/2022 3:46:58 AM,Port Authority of New York & New Jersey - GWU,5  ,110
9/13/2022 1:25:47 AM, AWAY AGENCY TOLL,00605944422,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/12/2022 1:12:41 AM,Port Authority of New York & New Jersey - GB ,5  ,110
9/13/2022 1:25:47 AM, AWAY AGENCY TOLL,00605944378,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/12/2022 1:28:20 AM,Port Authority of New York & New Jersey - GB ,5  ,110
9/13/2022 1:25:47 AM, AWAY AGENCY TOLL,00605944371,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/12/2022 1:35:01 AM,Port Authority of New York & New Jersey - GWU,5  ,110
9/13/2022 1:25:47 AM, AWAY AGENCY TOLL,00605944377,1/1/0001 12:00:00 AM,Port Authority of New York & New Jersey - ***,9/12/2022 2:54:02 AM,Port Authority of New York & New Jersey - GB ,3  ,66
9/13/2022 1:26:03 AM, AWAY AGENCY VTOLL,3118881   ,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/12/2022 1:49:14 AM,MTA Bridges & Tunnels - VNB,8  ,55.05
9/13/2022 1:26:03 AM, AWAY AGENCY VTOLL,3138393   ,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/12/2022 1:11:47 AM,MTA Bridges & Tunnels - TNB,8  ,55.05
9/13/2022 1:26:03 AM, AWAY AGENCY TOLL,00605944371,1/1/0001 12:00:00 AM,MTA Bridges & Tunnels - ***,9/12/2022 3:16:34 AM,MTA Bridges & Tunnels - TNB,13 ,78.98
9/13/2022 1:26:50 AM, AWAY AGENCY TOLL,00605944371,9/12/2022 3:41:53 AM,New Jersey Turnpike Authority - 18W,9/12/2022 3:50:34 AM,New Jersey Turnpike Authority - 14 ,004,13.26
9/13/2022 1:26:50 AM, AWAY AGENCY TOLL,00605944422,9/12/2022 3:54:25 AM,New Jersey Turnpike Authority - 13 ,9/12/2022 4:30:46 AM,New Jersey Turnpike Authority - 7A ,005,20.7
9/13/2022 1:26:50 AM, AWAY AGENCY TOLL,00605944433,9/12/2022 4:09:14 AM,New Jersey Turnpike Authority - 7A ,9/12/2022 4:46:58 AM,New Jersey Turnpike Authority - 13 ,005,20.7
9/13/2022 1:26:51 AM, AWAY AGENCY TOLL,00605944379,9/12/2022 3:30:55 AM,New Jersey Turnpike Authority - 11 ,9/12/2022 3:37:53 AM,New Jersey Turnpike Authority - 13 ,003,5.39
9/13/2022 1:26:51 AM, AWAY AGENCY TOLL,00605942683,9/12/2022 3:17:18 AM,New Jersey Turnpike Authority - 4  ,9/12/2022 4:09:30 AM,New Jersey Turnpike Authority - 10 ,005,18.99
9/13/2022 1:26:51 AM, AWAY AGENCY TOLL,00605944377,9/12/2022 3:44:15 AM,New Jersey Turnpike Authority - 13 ,9/12/2022 3:49:11 AM,New Jersey Turnpike Authority - 13A,004,2.55
9/13/2022 1:26:51 AM, AWAY AGENCY TOLL,00605944388,9/12/2022 3:16:44 AM,New Jersey Turnpike Authority - 12 ,9/12/2022 3:36:36 AM,New Jersey Turnpike Authority - 18W,005,26.38
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832206   ,1/1/0001 12:00:00 AM,,9/2/2022 9:50:41 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - G20,3  ,0.94
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,3118851   ,1/1/0001 12:00:00 AM,,9/4/2022 1:08:20 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - P08,5  ,4.28
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832206   ,1/1/0001 12:00:00 AM,,9/4/2022 8:40:02 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - G80,3  ,0.94
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832206   ,1/1/0001 12:00:00 AM,,9/4/2022 8:51:12 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - D75,3  ,1.32
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832278   ,1/1/0001 12:00:00 AM,,9/8/2022 12:13:07 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - A20,5  ,0.66
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832278   ,1/1/0001 12:00:00 AM,,9/8/2022 12:15:08 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - A40,5  ,0.66
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832211   ,1/1/0001 12:00:00 AM,,9/8/2022 11:32:56 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - D64,3  ,1.32
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832211   ,1/1/0001 12:00:00 AM,,9/8/2022 11:39:48 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - S60,3  ,0.94
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832206   ,1/1/0001 12:00:00 AM,,9/8/2022 2:40:30 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - S80,3  ,0.46
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832226   ,1/1/0001 12:00:00 AM,,9/8/2022 2:59:53 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - D26,3  ,1.32
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832278   ,1/1/0001 12:00:00 AM,,9/10/2022 2:35:45 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 088,5  ,1.4
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,3184690   ,1/1/0001 12:00:00 AM,,9/10/2022 7:49:25 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - F42,3  ,0.4
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832206   ,1/1/0001 12:00:00 AM,,9/10/2022 8:10:01 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 088,5  ,1.4
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832206   ,1/1/0001 12:00:00 AM,,9/10/2022 8:26:52 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - S20,5  ,4.28
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832206   ,1/1/0001 12:00:00 AM,,9/10/2022 9:37:43 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 022,3  ,2.14
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,3184611   ,1/1/0001 12:00:00 AM,,9/10/2022 4:55:31 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - F43,3  ,0.4
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,3184611   ,1/1/0001 12:00:00 AM,,9/10/2022 4:56:56 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - F42,3  ,0.4
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2832206   ,1/1/0001 12:00:00 AM,,9/10/2022 9:54:16 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 033,3  ,2.14
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,3184690   ,1/1/0001 12:00:00 AM,,9/10/2022 10:02:39 PM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - F43,5  ,0.8
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2852161   ,1/1/0001 12:00:00 AM,,9/11/2022 12:43:30 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 141,5  ,0.8
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,2852161   ,1/1/0001 12:00:00 AM,,9/11/2022 1:24:35 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - 096,5  ,0.8
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,3184611   ,1/1/0001 12:00:00 AM,,9/11/2022 3:36:39 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - F43,5  ,0.8
9/13/2022 1:27:25 AM, AWAY AGENCY VTOLL,3184611   ,1/1/0001 12:00:00 AM,,9/11/2022 3:38:08 AM,Florida Turnpike Enterprise (FTE) / Florida DOT (FDOT) - F42,5  ,0.8
